Farm_ID,Season,Region,Crop_Type,Farming_Practice,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Fertilizer_Usage_kg,Pesticide_Usage_kg,Irrigation_Water_m3,Yield_tons_per_ha,Production_Cost_USD,Revenue_USD
FARM_1371,Kharif (Monsoon),South Zone,Pulses,Conventional,966.8,27.7,74.5,7.26,95.5,7.0,3438.6,7.37,877.84,2654.59
FARM_1372,Kharif (Monsoon),East Zone,Rice,Precision Farming,1089.1,26.8,77.0,6.86,140.3,7.5,4871.7,8.28,1087.94,3464.43
FARM_1373,Kharif (Monsoon),East Zone,Rice,Conventional,1095.8,29.8,81.3,7.45,103.5,2.0,4571.6,7.32,919.69,2124.87
FARM_1374,Rabi (Winter),South Zone,Chickpea,Precision Farming,111.2,21.2,78.2,5.52,176.0,8.3,2371.5,6.63,959.44,2228.19
FARM_1375,Kharif (Monsoon),South Zone,Pulses,Conventional,982.1,29.5,83.6,7.1,106.5,9.9,5759.2,7.73,1142.34,2211.02
FARM_1376,Kharif (Monsoon),North Zone,Rice,Precision Farming,800.8,27.0,78.2,7.79,112.2,9.2,4266.5,7.04,1005.17,2167.56
FARM_1377,Zaid (Summer),East Zone,Cucumber,Hydroponic,48.5,33.9,36.4,6.46,123.8,6.9,2940.8,4.13,934.06,1681.1
FARM_1378,Kharif (Monsoon),Central Zone,Maize,Organic,813.3,27.2,81.2,5.79,218.7,10.6,4062.8,8.75,1215.09,2568.16
FARM_1379,Zaid (Summer),South Zone,Sunflower,Hydroponic,61.6,35.5,55.2,6.64,175.2,8.3,3800.4,3.8,1074.43,1519.85
FARM_1380,Kharif (Monsoon),South Zone,Cotton,Organic,861.5,34.6,81.8,7.46,196.4,10.4,3458.7,8.39,1115.36,2558.05
FARM_1381,Kharif (Monsoon),West Zone,Maize,Organic,782.9,32.0,79.6,5.79,76.5,9.7,5475.1,7.36,1057.23,2948.78
FARM_1382,Rabi (Winter),Central Zone,Chickpea,Organic,54.3,18.0,53.0,6.06,95.6,12.1,3172.4,5.52,954.27,1961.38
FARM_1383,Rabi (Winter),Central Zone,Mustard,Conventional,214.3,14.4,52.3,5.9,186.9,9.3,4721.6,6.7,1199.72,2699.76
FARM_1384,Autumn,South Zone,Jute,Conventional,401.4,26.2,63.8,7.65,78.4,10.0,2890.4,5.15,852.93,1551.38
FARM_1385,Zaid (Summer),North Zone,Sunflower,Organic,44.9,36.1,39.7,5.67,116.5,8.3,4455.7,3.38,1001.27,1307.0
FARM_1386,Zaid (Summer),West Zone,Vegetables,Organic,44.6,32.9,31.9,7.35,211.9,7.2,4818.5,4.93,1212.18,1850.22
FARM_1387,Kharif (Monsoon),Central Zone,Pulses,Hydroponic,701.1,30.8,84.0,6.49,106.3,9.7,4820.8,6.82,1055.27,2427.99
FARM_1388,Kharif (Monsoon),South Zone,Cotton,Precision Farming,990.4,28.0,78.8,7.54,76.3,12.3,4597.0,7.28,1017.67,2864.55
FARM_1389,Zaid (Summer),Central Zone,Cucumber,Precision Farming,55.5,38.1,21.8,8.1,141.7,7.0,4213.2,4.15,1010.89,1538.65
FARM_1390,Zaid (Summer),West Zone,Cucumber,Precision Farming,49.7,32.3,53.6,5.81,77.7,7.9,3223.1,3.76,857.04,1514.48
FARM_1391,Autumn,West Zone,Jute,Precision Farming,261.8,20.1,66.6,6.35,183.3,8.6,3236.9,6.32,1057.71,2106.76
FARM_1392,Rabi (Winter),East Zone,Barley,Organic,135.2,15.8,49.7,7.69,108.7,10.2,4858.6,5.54,1032.66,2008.74
FARM_1393,Rabi (Winter),South Zone,Barley,Conventional,122.0,20.8,56.8,6.22,101.7,9.4,2986.3,6.07,860.24,2439.44
FARM_1394,Zaid (Summer),West Zone,Sunflower,Precision Farming,56.0,31.7,38.3,6.08,141.0,10.8,2711.2,4.83,972.5,1497.66
FARM_1395,Kharif (Monsoon),East Zone,Maize,Conventional,889.1,28.9,80.8,7.73,125.8,13.4,6215.7,7.08,1217.89,2463.87
FARM_1396,Autumn,East Zone,Groundnut,Conventional,226.2,17.8,77.6,8.17,148.8,6.9,4188.3,5.74,1066.55,2379.25
FARM_1397,Autumn,Central Zone,Soybean,Organic,195.2,19.1,65.9,7.0,158.3,10.0,5262.0,6.26,1170.53,2167.86
FARM_1398,Rabi (Winter),Central Zone,Wheat,Conventional,81.7,14.8,59.4,6.25,132.4,9.3,5548.2,5.75,1151.48,1813.53
FARM_1399,Zaid (Summer),East Zone,Sunflower,Conventional,95.5,36.2,35.6,6.58,99.3,8.5,4561.4,4.3,1003.03,1415.35
FARM_1400,Zaid (Summer),Central Zone,Cucumber,Conventional,59.0,29.6,35.5,5.96,165.6,10.0,4047.9,4.36,1077.74,1761.06
FARM_1401,Kharif (Monsoon),West Zone,Maize,Conventional,782.5,28.5,89.7,7.56,115.7,7.8,4068.3,7.53,1005.58,3115.04
FARM_1402,Autumn,North Zone,Groundnut,Conventional,145.1,23.8,52.2,7.59,109.6,9.3,6429.6,4.77,1167.75,1970.08
FARM_1403,Rabi (Winter),West Zone,Chickpea,Organic,129.9,14.5,43.0,7.86,145.0,5.2,3829.4,6.44,981.36,2433.37
FARM_1404,Zaid (Summer),East Zone,Cucumber,Organic,78.3,35.8,48.0,5.57,72.5,7.2,4711.7,3.05,903.62,1071.6
FARM_1405,Kharif (Monsoon),East Zone,Pulses,Precision Farming,770.3,27.8,88.0,7.02,153.7,11.1,5312.8,7.74,1158.35,2365.16
FARM_1406,Autumn,West Zone,Jute,Conventional,299.8,27.4,60.7,6.08,146.9,11.0,4800.9,6.0,1153.22,1783.51
FARM_1407,Rabi (Winter),Central Zone,Chickpea,Organic,178.6,15.8,39.8,6.42,179.3,9.1,5801.3,7.27,1246.45,2096.43
FARM_1408,Kharif (Monsoon),Central Zone,Pulses,Precision Farming,848.9,26.6,71.9,7.62,122.5,7.4,4036.1,7.54,970.06,2129.9
FARM_1409,Autumn,East Zone,Groundnut,Organic,315.3,22.3,86.6,6.02,186.4,10.6,5308.0,6.23,1225.47,2510.29
FARM_1410,Kharif (Monsoon),South Zone,Maize,Conventional,630.3,24.4,84.3,7.22,158.5,11.6,2346.5,6.7,973.15,2634.92
FARM_1411,Kharif (Monsoon),Central Zone,Cotton,Organic,830.0,30.5,81.9,7.27,139.1,7.5,6116.3,7.92,1204.45,2847.2
FARM_1412,Autumn,West Zone,Sugarcane,Precision Farming,253.4,20.9,72.5,8.08,203.6,4.9,5847.8,6.24,1231.39,2619.68
FARM_1413,Autumn,Central Zone,Sugarcane,Conventional,196.9,26.7,71.4,7.59,143.3,9.6,4134.7,5.72,1076.16,2364.8
FARM_1414,Rabi (Winter),West Zone,Barley,Organic,144.9,16.8,47.1,7.67,121.9,10.8,5026.6,6.14,1097.68,2282.33
FARM_1415,Rabi (Winter),East Zone,Barley,Precision Farming,168.5,5.8,60.7,6.94,144.3,10.0,5569.3,7.38,1184.98,2546.4
FARM_1416,Rabi (Winter),Central Zone,Barley,Conventional,154.8,17.1,56.9,6.0,121.1,12.4,3254.7,6.01,941.87,1810.84
FARM_1417,Kharif (Monsoon),West Zone,Maize,Conventional,644.0,20.8,82.3,6.65,153.1,12.4,4326.6,7.02,1088.67,2472.33
FARM_1418,Kharif (Monsoon),East Zone,Rice,Organic,1047.5,22.8,74.7,6.98,186.2,7.7,2933.1,7.95,1029.09,2401.57
FARM_1419,Rabi (Winter),South Zone,Barley,Conventional,180.1,19.4,78.7,7.33,139.7,9.0,5866.1,6.6,1184.25,2216.17
FARM_1420,Zaid (Summer),West Zone,Cucumber,Organic,81.5,37.5,32.4,7.14,143.2,7.3,5487.3,5.07,1141.84,2088.69
FARM_1421,Zaid (Summer),South Zone,Watermelon,Conventional,70.5,39.5,38.4,6.56,167.9,5.9,4162.9,4.57,1035.05,1498.4
FARM_1422,Zaid (Summer),South Zone,Sunflower,Precision Farming,57.7,35.4,33.4,6.22,181.6,6.1,4023.7,4.69,1063.34,1413.52
FARM_1423,Kharif (Monsoon),North Zone,Maize,Conventional,890.3,28.7,87.4,5.95,124.2,10.3,4321.3,7.85,1009.25,2838.05
FARM_1424,Rabi (Winter),Central Zone,Wheat,Organic,142.4,20.7,53.7,7.37,146.0,9.3,3423.3,6.6,980.86,2404.58
FARM_1425,Kharif (Monsoon),West Zone,Maize,Organic,946.0,27.2,82.9,7.24,168.1,10.7,4291.2,8.6,1124.08,2641.34
FARM_1426,Rabi (Winter),South Zone,Wheat,Organic,179.1,13.7,63.8,7.36,151.5,14.8,3254.7,7.24,1067.67,2226.46
FARM_1427,Rabi (Winter),North Zone,Wheat,Conventional,143.3,16.1,49.3,6.51,74.8,9.7,5578.0,5.43,1033.67,2272.66
FARM_1428,Autumn,East Zone,Groundnut,Precision Farming,323.9,25.0,67.6,6.21,174.4,6.5,5864.3,5.6,1222.46,1758.73
FARM_1429,Rabi (Winter),West Zone,Mustard,Organic,165.6,20.4,77.2,7.55,158.3,11.1,5634.2,7.01,1217.97,2785.4
FARM_1430,Kharif (Monsoon),South Zone,Cotton,Precision Farming,856.0,25.8,69.9,7.59,160.8,6.5,3067.0,7.94,958.06,2746.01
FARM_1431,Kharif (Monsoon),Central Zone,Pulses,Precision Farming,670.7,31.7,83.6,6.73,98.3,12.9,4249.9,6.28,1023.01,2140.84
FARM_1432,Zaid (Summer),North Zone,Sunflower,Conventional,33.0,42.4,43.3,7.15,145.3,3.6,5201.7,3.99,1112.58,1281.97
FARM_1433,Rabi (Winter),South Zone,Wheat,Precision Farming,168.4,27.0,68.9,6.51,169.5,7.1,5422.5,6.64,1171.31,2578.55
FARM_1434,Kharif (Monsoon),Central Zone,Cotton,Conventional,967.2,30.5,84.6,7.4,109.2,10.1,2293.4,7.54,869.7,3040.83
FARM_1435,Kharif (Monsoon),South Zone,Maize,Conventional,813.9,28.9,82.9,7.76,118.3,11.4,5388.6,7.6,1142.24,2405.84
FARM_1436,Zaid (Summer),West Zone,Vegetables,Conventional,57.5,32.1,37.3,7.36,170.1,6.8,3008.1,4.93,973.58,1446.04
FARM_1437,Kharif (Monsoon),West Zone,Cotton,Conventional,701.8,28.2,71.1,6.88,116.7,6.4,4315.2,7.3,950.44,2183.93
FARM_1438,Zaid (Summer),West Zone,Vegetables,Organic,66.8,30.1,36.0,6.74,132.7,8.9,6009.0,4.1,1163.49,1603.07
FARM_1439,Zaid (Summer),North Zone,Vegetables,Conventional,70.1,37.4,46.7,7.23,103.8,13.3,5846.5,4.86,1165.34,1657.34
FARM_1440,Kharif (Monsoon),West Zone,Cotton,Conventional,898.0,24.6,84.9,7.34,203.7,4.7,6091.4,8.43,1257.72,2516.09
FARM_1441,Kharif (Monsoon),Central Zone,Rice,Conventional,685.5,31.3,83.1,7.01,158.2,7.7,3220.5,7.26,1010.95,2378.67
FARM_1442,Autumn,South Zone,Sugarcane,Organic,408.7,25.1,59.3,7.19,131.1,9.2,3516.9,5.36,962.39,1886.68
FARM_1443,Rabi (Winter),East Zone,Chickpea,Hydroponic,98.3,13.3,41.9,5.76,124.5,6.5,3824.6,5.97,955.29,2383.74
FARM_1444,Rabi (Winter),Central Zone,Wheat,Precision Farming,187.7,22.3,59.4,8.07,97.0,6.5,4324.3,6.13,959.3,2267.14
FARM_1445,Zaid (Summer),Central Zone,Sunflower,Conventional,59.3,41.2,39.0,7.64,136.1,7.9,4760.0,3.57,1065.3,1087.58
FARM_1446,Autumn,West Zone,Groundnut,Organic,317.7,24.9,62.6,6.51,163.3,9.2,6032.7,5.67,1256.77,1713.58
FARM_1447,Autumn,North Zone,Soybean,Precision Farming,350.5,23.1,60.1,7.02,111.7,8.0,3385.7,5.39,896.23,1820.35
FARM_1448,Zaid (Summer),South Zone,Vegetables,Precision Farming,73.6,33.5,41.3,5.63,143.7,12.2,3745.4,3.95,1023.85,1147.58
FARM_1449,Rabi (Winter),North Zone,Wheat,Precision Farming,136.3,18.0,49.6,5.61,127.1,10.0,6208.4,5.87,1189.57,2264.53
FARM_1450,Kharif (Monsoon),South Zone,Maize,Conventional,753.9,25.5,84.2,6.18,188.3,9.5,3109.1,8.35,1049.75,2807.3
FARM_1451,Zaid (Summer),South Zone,Watermelon,Conventional,63.4,37.8,50.3,7.36,117.7,11.1,5372.2,3.41,1128.86,1118.56
FARM_1452,Rabi (Winter),North Zone,Chickpea,Organic,131.6,21.5,54.9,7.8,167.2,9.5,4393.6,6.8,1119.24,2388.67
FARM_1453,Rabi (Winter),Central Zone,Wheat,Organic,143.7,23.0,59.4,7.01,188.8,7.4,4965.7,7.3,1167.61,2768.55
FARM_1454,Autumn,South Zone,Jute,Precision Farming,271.8,26.5,56.1,6.94,126.8,7.8,3526.4,5.38,924.3,1935.23
FARM_1455,Kharif (Monsoon),North Zone,Pulses,Precision Farming,887.1,23.5,75.1,6.59,119.4,5.7,5348.6,7.35,1058.55,2883.67
FARM_1456,Rabi (Winter),South Zone,Chickpea,Conventional,173.4,7.3,69.4,5.94,172.3,13.5,3714.9,6.9,1098.69,2539.96
FARM_1457,Kharif (Monsoon),East Zone,Maize,Precision Farming,975.2,22.5,92.0,5.82,77.7,10.8,2796.5,7.36,844.83,2872.72
FARM_1458,Rabi (Winter),Central Zone,Barley,Conventional,257.0,17.3,47.6,7.55,155.1,2.1,5076.0,7.53,1038.26,2842.95
FARM_1459,Kharif (Monsoon),West Zone,Pulses,Conventional,1102.9,27.0,80.8,8.0,84.9,11.8,1496.3,6.94,772.04,2130.84
FARM_1460,Kharif (Monsoon),South Zone,Cotton,Conventional,1032.6,27.5,78.8,6.74,182.8,4.8,3818.4,8.14,1075.86,2338.86
FARM_1461,Kharif (Monsoon),East Zone,Rice,Hydroponic,659.1,26.1,78.7,7.28,131.2,9.8,4849.4,6.69,1077.17,2719.32
FARM_1462,Rabi (Winter),West Zone,Barley,Organic,100.5,13.4,55.3,7.97,136.8,3.0,5409.3,6.25,1039.61,2577.45
FARM_1463,Zaid (Summer),West Zone,Sunflower,Hydroponic,23.0,32.4,59.4,5.74,114.7,7.4,5971.8,3.78,1146.16,1443.09
FARM_1464,Rabi (Winter),South Zone,Mustard,Precision Farming,136.2,16.1,52.2,7.58,84.6,11.9,6633.1,6.0,1210.5,2288.33
FARM_1465,Autumn,North Zone,Groundnut,Organic,273.3,26.7,68.5,7.17,184.3,12.0,6266.1,5.91,1302.02,1878.32
FARM_1466,Rabi (Winter),South Zone,Barley,Conventional,134.4,17.1,65.5,7.12,134.0,9.3,4729.9,6.02,1078.98,2142.77
FARM_1467,Kharif (Monsoon),East Zone,Cotton,Precision Farming,623.5,27.8,80.7,6.29,252.3,10.5,5850.7,8.04,1407.57,3368.06
FARM_1468,Autumn,West Zone,Groundnut,Conventional,237.9,24.7,58.6,7.35,111.6,5.0,4711.3,5.38,982.25,2151.25
FARM_1469,Kharif (Monsoon),South Zone,Cotton,Hydroponic,945.6,24.0,85.3,7.65,117.4,9.8,5323.1,7.89,1070.22,2545.43
FARM_1470,Autumn,North Zone,Sugarcane,Hydroponic,294.1,23.7,58.0,5.8,108.6,10.6,3780.8,5.36,948.01,1726.7
FARM_1471,Kharif (Monsoon),South Zone,Pulses,Conventional,1004.6,26.0,74.2,6.94,133.8,14.9,5054.5,7.65,1149.0,2659.91
FARM_1472,Autumn,Central Zone,Soybean,Conventional,384.1,22.3,64.3,5.77,195.1,6.9,3932.1,6.06,1078.31,2040.06
FARM_1473,Kharif (Monsoon),North Zone,Pulses,Hydroponic,972.8,28.5,88.7,7.86,175.4,8.5,4291.7,8.8,1113.2,2921.26
FARM_1474,Autumn,East Zone,Sugarcane,Conventional,233.2,24.4,64.1,6.87,87.3,8.7,5058.3,4.38,1038.17,1610.86
FARM_1475,Rabi (Winter),West Zone,Wheat,Organic,174.8,23.2,55.6,7.68,182.1,10.2,7009.7,6.97,1334.44,1962.81
FARM_1476,Autumn,South Zone,Sugarcane,Organic,289.0,20.6,65.8,6.49,163.9,10.7,4973.7,6.29,1155.61,2433.4
FARM_1477,Kharif (Monsoon),North Zone,Rice,Conventional,752.5,29.9,78.0,5.84,156.8,11.2,4486.0,7.43,1102.83,2850.2
FARM_1478,Rabi (Winter),Central Zone,Wheat,Hydroponic,140.4,12.2,40.5,5.61,116.1,11.0,3501.9,5.86,976.45,2322.0
FARM_1479,Autumn,North Zone,Soybean,Precision Farming,448.9,25.4,67.8,6.26,118.7,4.8,5575.4,6.06,1050.74,2410.69
FARM_1480,Rabi (Winter),Central Zone,Barley,Conventional,113.5,21.5,60.6,6.16,144.8,2.0,4097.4,6.01,941.82,2159.37
FARM_1481,Rabi (Winter),East Zone,Wheat,Organic,117.9,13.8,49.1,7.01,120.6,7.2,4949.0,5.48,1017.7,2132.87
FARM_1482,Rabi (Winter),West Zone,Wheat,Conventional,148.9,18.7,55.3,5.56,185.9,8.4,5342.3,7.12,1240.21,2484.42
FARM_1483,Rabi (Winter),East Zone,Chickpea,Precision Farming,201.9,15.1,46.3,6.91,119.1,7.0,6016.9,5.97,1173.2,2466.89
FARM_1484,Rabi (Winter),South Zone,Mustard,Organic,150.0,11.2,60.6,6.56,71.9,7.4,5510.8,5.7,1010.11,1748.18
FARM_1485,Rabi (Winter),North Zone,Mustard,Conventional,153.9,16.6,51.9,7.06,94.4,7.7,3031.9,5.89,884.18,2404.22
FARM_1486,Autumn,Central Zone,Jute,Organic,372.8,27.6,63.3,7.4,96.7,9.9,2439.4,5.56,827.14,1758.04
FARM_1487,Kharif (Monsoon),Central Zone,Maize,Conventional,938.8,30.6,81.7,7.21,130.8,5.9,5341.8,7.59,1083.72,2234.35
FARM_1488,Kharif (Monsoon),North Zone,Pulses,Hydroponic,819.2,29.1,74.8,8.16,147.6,8.3,4603.2,7.72,1096.56,2636.18
FARM_1489,Autumn,North Zone,Groundnut,Conventional,305.7,24.3,62.3,5.87,141.9,8.3,4969.8,5.48,1087.83,2006.16
FARM_1490,Autumn,South Zone,Jute,Conventional,161.9,21.9,61.6,6.66,156.1,9.9,6563.7,5.97,1271.59,1864.66
FARM_1491,Rabi (Winter),East Zone,Chickpea,Conventional,185.8,19.1,62.5,6.65,131.2,11.4,3760.1,5.99,1018.11,2143.29
FARM_1492,Rabi (Winter),Central Zone,Wheat,Hydroponic,199.7,19.3,56.1,6.63,132.4,12.7,6049.7,7.0,1233.59,2751.74
FARM_1493,Kharif (Monsoon),South Zone,Rice,Organic,704.1,34.0,72.9,7.29,201.3,6.6,3772.0,8.77,1094.99,2771.25
FARM_1494,Kharif (Monsoon),East Zone,Pulses,Conventional,867.8,30.5,84.2,6.82,182.2,3.5,6378.3,8.16,1215.66,2947.76
FARM_1495,Rabi (Winter),South Zone,Barley,Conventional,103.8,16.3,48.6,6.9,154.3,7.9,5400.6,7.19,1148.5,2354.75
FARM_1496,Rabi (Winter),Central Zone,Mustard,Precision Farming,70.8,18.5,49.3,6.67,172.1,4.5,2691.4,7.43,951.7,2631.47
FARM_1497,Rabi (Winter),North Zone,Barley,Conventional,210.2,20.5,55.3,8.18,72.6,15.3,3999.3,5.56,995.6,2075.93
FARM_1498,Kharif (Monsoon),North Zone,Maize,Organic,779.1,28.3,78.7,8.0,111.2,6.3,6798.8,7.03,1179.13,2313.29
FARM_1499,Autumn,East Zone,Groundnut,Conventional,305.6,30.7,57.5,6.33,124.9,9.9,6648.2,5.29,1270.66,2217.71
FARM_1500,Autumn,West Zone,Groundnut,Precision Farming,286.5,27.1,62.2,5.8,111.6,10.8,5225.1,5.1,1076.33,1830.54
FARM_1501,Rabi (Winter),East Zone,Wheat,Organic,213.2,20.7,49.2,7.77,85.9,9.4,4925.1,6.02,1025.04,2380.46
FARM_1502,Rabi (Winter),West Zone,Mustard,Precision Farming,158.2,15.2,48.6,8.19,154.7,13.7,4787.7,5.93,1176.91,2262.41
FARM_1503,Kharif (Monsoon),South Zone,Cotton,Organic,829.0,31.8,83.7,6.29,188.5,8.0,5024.4,8.42,1194.06,3362.89
FARM_1504,Zaid (Summer),South Zone,Sunflower,Conventional,59.5,37.3,42.7,6.47,139.6,6.4,4331.0,4.32,1028.28,1314.71
FARM_1505,Rabi (Winter),Central Zone,Barley,Conventional,103.2,17.4,54.4,8.04,162.7,6.3,5953.2,6.84,1180.46,2128.32
FARM_1506,Kharif (Monsoon),West Zone,Rice,Precision Farming,964.3,26.3,75.4,7.42,138.5,10.4,5193.4,7.74,1118.59,2695.36
FARM_1507,Autumn,Central Zone,Soybean,Conventional,296.4,23.1,62.7,6.3,124.5,8.0,3341.6,5.86,937.81,2340.05
FARM_1508,Zaid (Summer),North Zone,Cucumber,Precision Farming,58.4,33.9,49.6,7.07,172.2,6.3,5286.0,4.63,1142.55,1424.49
FARM_1509,Autumn,West Zone,Groundnut,Precision Farming,413.1,27.6,52.6,8.05,90.0,9.6,4698.0,5.61,995.71,2333.48
FARM_1510,Zaid (Summer),East Zone,Cucumber,Conventional,47.2,34.5,21.5,7.69,74.8,10.3,4125.0,4.02,953.85,1197.41
FARM_1511,Rabi (Winter),North Zone,Chickpea,Precision Farming,115.0,17.2,51.4,7.5,89.5,9.2,6778.2,5.24,1139.0,1595.64
FARM_1512,Rabi (Winter),North Zone,Wheat,Precision Farming,150.3,12.5,51.3,7.49,169.9,10.7,4624.5,6.56,1150.89,1990.39
FARM_1513,Autumn,East Zone,Soybean,Organic,312.2,25.0,68.1,5.98,143.1,8.7,2151.8,6.72,905.37,2432.91
FARM_1514,Autumn,North Zone,Groundnut,Conventional,331.1,23.8,65.8,7.73,153.2,7.0,4210.4,6.02,1036.6,2458.9
FARM_1515,Kharif (Monsoon),West Zone,Cotton,Hydroponic,730.0,27.2,74.7,6.25,198.7,10.5,5692.2,7.28,1318.75,2298.41
FARM_1516,Kharif (Monsoon),Central Zone,Pulses,Organic,1009.8,27.2,85.3,8.01,99.3,6.3,3388.2,6.72,844.05,2401.9
FARM_1517,Rabi (Winter),North Zone,Mustard,Precision Farming,162.5,14.5,57.0,6.48,182.1,5.7,5651.4,7.02,1234.5,2138.35
FARM_1518,Zaid (Summer),West Zone,Watermelon,Hydroponic,76.2,34.8,40.7,7.82,126.1,11.4,3302.8,3.92,978.29,1443.97
FARM_1519,Autumn,South Zone,Soybean,Organic,255.9,25.1,66.7,6.22,120.8,7.6,6104.0,5.14,1120.77,1527.89
FARM_1520,Kharif (Monsoon),West Zone,Maize,Conventional,763.2,24.8,86.4,6.89,142.8,12.7,3812.9,8.14,1080.78,2839.1
FARM_1521,Rabi (Winter),Central Zone,Chickpea,Conventional,174.2,15.8,56.8,5.79,148.3,10.6,4077.9,6.45,1079.52,2397.63
FARM_1522,Rabi (Winter),West Zone,Barley,Conventional,90.9,10.1,63.7,7.28,132.6,7.4,3988.9,6.57,1024.77,2372.28
FARM_1523,Autumn,East Zone,Soybean,Organic,318.4,24.9,66.6,7.76,161.4,9.7,5216.9,6.09,1143.67,1824.56
FARM_1524,Zaid (Summer),Central Zone,Vegetables,Organic,124.5,37.6,29.5,7.44,143.0,14.8,6712.9,4.27,1300.33,1292.07
FARM_1525,Zaid (Summer),South Zone,Sunflower,Conventional,26.4,38.2,48.6,6.91,133.0,10.4,4517.8,3.69,1090.9,1380.04
FARM_1526,Rabi (Winter),East Zone,Barley,Precision Farming,173.0,14.7,57.9,5.62,125.4,10.0,4486.9,6.6,1105.17,2595.43
FARM_1527,Rabi (Winter),West Zone,Chickpea,Precision Farming,121.1,20.7,62.9,8.02,148.3,7.0,3812.1,5.5,1017.65,2239.22
FARM_1528,Kharif (Monsoon),Central Zone,Rice,Conventional,768.5,31.4,80.6,7.4,92.5,13.1,2547.2,7.18,892.24,2828.24
FARM_1529,Kharif (Monsoon),South Zone,Cotton,Organic,923.8,24.1,81.2,7.51,102.4,11.8,3931.8,7.36,975.16,3064.33
FARM_1530,Autumn,East Zone,Jute,Conventional,246.0,26.4,75.3,7.65,127.1,7.0,2989.2,5.74,898.78,1935.27
FARM_1531,Zaid (Summer),South Zone,Watermelon,Organic,65.8,32.3,46.3,7.52,159.1,13.2,2235.2,4.42,961.16,1442.53
FARM_1532,Autumn,West Zone,Jute,Hydroponic,332.1,31.2,66.8,6.69,215.0,8.9,4407.6,6.14,1206.6,1743.43
FARM_1533,Autumn,South Zone,Sugarcane,Precision Farming,253.2,27.3,64.1,7.48,134.4,6.4,3848.9,5.75,995.25,1972.17
FARM_1534,Rabi (Winter),North Zone,Mustard,Precision Farming,153.2,14.3,54.0,7.19,77.9,7.0,6151.9,6.06,1070.13,2249.42
FARM_1535,Zaid (Summer),East Zone,Sunflower,Hydroponic,60.6,34.6,34.1,7.81,112.3,10.7,3473.3,3.8,974.32,1497.8
FARM_1536,Autumn,South Zone,Sugarcane,Organic,323.1,22.2,56.9,7.67,163.1,6.4,5304.4,6.29,1144.29,1996.72
FARM_1537,Zaid (Summer),West Zone,Vegetables,Precision Farming,74.2,36.9,26.9,5.61,106.0,5.7,5281.0,4.06,1058.75,1428.73
FARM_1538,Kharif (Monsoon),West Zone,Rice,Conventional,575.6,25.0,79.4,6.52,94.3,7.4,6104.6,6.61,1079.71,2463.42
FARM_1539,Rabi (Winter),South Zone,Barley,Hydroponic,196.2,17.4,48.8,5.59,162.9,7.8,4278.9,6.47,1107.13,2311.24
FARM_1540,Kharif (Monsoon),West Zone,Maize,Conventional,872.3,27.7,73.1,5.78,156.3,6.8,6082.9,8.28,1185.39,2636.04
FARM_1541,Autumn,Central Zone,Sugarcane,Precision Farming,190.0,21.0,82.4,7.12,88.5,7.4,5173.1,5.12,1011.79,2004.38
FARM_1542,Rabi (Winter),Central Zone,Mustard,Precision Farming,184.4,15.6,63.9,7.86,108.7,10.8,5867.1,6.46,1120.61,1965.59
FARM_1543,Kharif (Monsoon),Central Zone,Pulses,Organic,764.8,31.2,80.4,5.82,183.6,9.1,7373.0,7.68,1390.07,3123.43
FARM_1544,Rabi (Winter),North Zone,Barley,Conventional,123.6,20.7,56.1,6.72,169.8,7.2,4352.1,7.2,1093.06,2976.22
FARM_1545,Rabi (Winter),South Zone,Barley,Precision Farming,165.9,18.9,56.6,7.96,98.1,7.4,4705.0,5.76,1006.9,1907.6
FARM_1546,Rabi (Winter),North Zone,Mustard,Conventional,182.0,28.3,65.0,7.7,70.4,8.2,4065.8,5.3,865.34,1763.13
FARM_1547,Kharif (Monsoon),West Zone,Pulses,Conventional,882.9,27.1,79.0,6.9,149.4,8.3,6350.8,8.48,1229.42,3256.82
FARM_1548,Rabi (Winter),North Zone,Wheat,Organic,99.8,20.7,46.9,7.58,129.6,8.3,7625.6,5.26,1301.36,1808.81
FARM_1549,Rabi (Winter),West Zone,Wheat,Organic,135.1,20.7,53.1,6.91,146.4,10.7,5381.0,7.74,1152.57,2198.2
FARM_1550,Zaid (Summer),West Zone,Vegetables,Precision Farming,50.2,31.4,52.1,5.93,162.2,9.0,2567.9,4.69,965.99,1917.19
FARM_1551,Rabi (Winter),East Zone,Mustard,Conventional,116.7,15.7,40.7,5.84,106.5,9.1,3440.3,5.81,879.83,1977.17
FARM_1552,Autumn,Central Zone,Soybean,Organic,298.4,24.0,66.3,6.01,124.9,12.1,5891.5,5.71,1188.34,1761.47
FARM_1553,Rabi (Winter),West Zone,Wheat,Conventional,103.0,20.9,40.3,6.45,108.5,13.2,3126.8,6.26,982.05,2239.78
FARM_1554,Rabi (Winter),East Zone,Chickpea,Conventional,146.3,18.5,55.5,8.01,109.8,5.4,3779.4,5.89,912.31,1829.71
FARM_1555,Autumn,Central Zone,Groundnut,Organic,312.6,27.4,74.3,7.66,159.8,4.6,3737.3,6.78,976.81,2093.96
FARM_1556,Rabi (Winter),West Zone,Wheat,Conventional,143.8,14.1,59.5,6.67,145.0,7.6,4407.4,7.14,1053.89,2544.71
